DATE,Total_Sales,Sales_B1,Sales_B2,Sales_B3,Sales_B4,Total_Promos,Avg_Temp,Min_Temp,Max_Temp,Rainfall,Wind_Speed,Temp_Range,Is_Rainy,Temp_Category,Year,Month,DayOfWeek,DayName,IsWeekend,Season,MonthName,Correlation
19-03-2015,325,114,165,21,25,35,20.4,16,26,0,12,10,0,Warm (15-25°C),2015,3,3,Thursday,0,Spring,Mar,
20-03-2015,358,113,189,26,30,34,16.7,15.15,21.95,0,16.2,6.8,0,Warm (15-25°C),2015,3,4,Friday,0,Spring,Mar,
21-03-2015,592,204,302,50,36,39,16.2,14.3,17.9,0,10.9,3.6,0,Warm (15-25°C),2015,3,5,Saturday,1,Spring,Mar,
22-03-2015,240,83,110,20,27,37,14.5,11.8,19.2,0,8.1,7.4,0,Cool (5-15°C),2015,3,6,Sunday,1,Spring,Mar,
23-03-2015,259,94,127,21,17,32,16.3,10.2,23.3,0,9.4,13.1,0,Warm (15-25°C),2015,3,0,Monday,0,Spring,Mar,
24-03-2015,299,84,164,34,17,38,20,15.3,25.5,0,22,10.2,0,Warm (15-25°C),2015,3,1,Tuesday,0,Spring,Mar,
25-03-2015,230,67,119,28,16,32,20.7,16,25.6,0,20.9,9.6,0,Warm (15-25°C),2015,3,2,Wednesday,0,Spring,Mar,
26-03-2015,543,353,150,24,16,52,14.6,8.5,21,0,28.7,12.5,0,Cool (5-15°C),2015,3,3,Thursday,0,Spring,Mar,
27-03-2015,664,372,223,32,37,63,13.2,4.1,22,0,10.1,17.9,0,Cool (5-15°C),2015,3,4,Friday,0,Spring,Mar,
28-03-2015,796,412,285,48,51,62,17.5,6.3,28.5,0,19.1,22.2,0,Warm (15-25°C),2015,3,5,Saturday,1,Spring,Mar,
29-03-2015,284,119,103,29,33,48,19.9,12.4,27.6,0,23.2,15.2,0,Warm (15-25°C),2015,3,6,Sunday,1,Spring,Mar,
30-03-2015,377,207,132,20,18,54,20.2,15.6,24.3,0,14.3,8.7,0,Warm (15-25°C),2015,3,0,Monday,0,Spring,Mar,
31-03-2015,469,247,157,35,30,58,21.9,18.1,26.8,0,18.8,8.7,0,Warm (15-25°C),2015,3,1,Tuesday,0,Spring,Mar,
01-04-2015,523,279,173,35,36,59,21.8,19.05,27.3,0,21.9,8.25,0,Warm (15-25°C),2015,4,2,Wednesday,0,Spring,Apr,
02-04-2015,561,317,175,34,35,58,23.2,20,27.8,0,27.1,7.8,0,Warm (15-25°C),2015,4,3,Thursday,0,Spring,Apr,
03-04-2015,751,331,309,75,36,60,20.8,16.5,23.7,0,24.9,7.2,0,Warm (15-25°C),2015,4,4,Friday,0,Spring,Apr,
04-04-2015,695,328,254,71,42,61,14.9,9.6,20,0,14.2,10.4,0,Cool (5-15°C),2015,4,5,Saturday,1,Spring,Apr,
06-04-2015,279,118,135,15,11,45,21.9,14.8,28.5,0,25.2,13.7,0,Warm (15-25°C),2015,4,0,Monday,0,Spring,Apr,
07-04-2015,366,131,185,32,18,36,23.3,20,27.6,0,23.6,7.6,0,Warm (15-25°C),2015,4,1,Tuesday,0,Spring,Apr,
08-04-2015,304,88,165,20,31,37,22,19.7,23.5,0,22,3.8,0,Warm (15-25°C),2015,4,2,Wednesday,0,Spring,Apr,
09-04-2015,344,117,172,31,24,32,23,19.7,27.8,0,17.1,8.1,0,Warm (15-25°C),2015,4,3,Thursday,0,Spring,Apr,
10-04-2015,421,131,217,26,47,38,16.4,11.5,22,0,11.5,10.5,0,Warm (15-25°C),2015,4,4,Friday,0,Spring,Apr,
11-04-2015,634,177,365,44,48,40,16.8,11.2,23.5,0,8.3,12.3,0,Warm (15-25°C),2015,4,5,Saturday,1,Spring,Apr,
12-04-2015,183,43,110,17,13,32,21.3,18.5,25.6,0,11.3,7.1,0,Warm (15-25°C),2015,4,6,Sunday,1,Spring,Apr,
13-04-2015,374,136,210,11,17,34,21.2,17.5,25,0,16,7.5,0,Warm (15-25°C),2015,4,0,Monday,0,Spring,Apr,
14-04-2015,375,155,169,30,21,35,14.8,13,17.4,0,14.9,4.4,0,Cool (5-15°C),2015,4,1,Tuesday,0,Spring,Apr,
15-04-2015,368,121,172,50,25,33,17.3,8.4,24.3,0,7.3,15.9,0,Warm (15-25°C),2015,4,2,Wednesday,0,Spring,Apr,
16-04-2015,384,145,178,32,29,40,20.1,16.6,25.6,0,12.8,9,0,Warm (15-25°C),2015,4,3,Thursday,0,Spring,Apr,
17-04-2015,505,165,255,46,39,37,19.7,16.6,23.9,0,10.9,7.3,0,Warm (15-25°C),2015,4,4,Friday,0,Spring,Apr,
18-04-2015,634,246,290,51,47,41,19.8,15,26,0,9.7,11,0,Warm (15-25°C),2015,4,5,Saturday,1,Spring,Apr,
19-04-2015,311,96,156,38,21,38,19,12,25.5,0,17.2,13.5,0,Warm (15-25°C),2015,4,6,Sunday,1,Spring,Apr,
20-04-2015,346,93,200,22,31,39,14.8,7.3,21,0,11.3,13.7,0,Cool (5-15°C),2015,4,0,Monday,0,Spring,Apr,
21-04-2015,327,151,128,15,33,31,17.9,11.8,24.1,0,13.5,12.3,0,Warm (15-25°C),2015,4,1,Tuesday,0,Spring,Apr,
22-04-2015,390,181,156,23,30,42,20.6,16.5,26,0,12.2,9.5,0,Warm (15-25°C),2015,4,2,Wednesday,0,Spring,Apr,
23-04-2015,419,218,138,24,39,37,22.2,18.9,26.2,0,10.7,7.3,0,Warm (15-25°C),2015,4,3,Thursday,0,Spring,Apr,
24-04-2015,591,230,250,53,58,47,23,19,26.9,0,14.6,7.9,0,Warm (15-25°C),2015,4,4,Friday,0,Spring,Apr,
25-04-2015,551,258,235,28,30,47,21.9,15,30,0,8.3,15,0,Warm (15-25°C),2015,4,5,Saturday,1,Spring,Apr,
26-04-2015,257,138,87,25,7,38,22.6,16.5,27.6,0,15.5,11.1,0,Warm (15-25°C),2015,4,6,Sunday,1,Spring,Apr,
27-04-2015,376,187,153,11,25,45,17.3,13,21.25,0,15.7,8.25,0,Warm (15-25°C),2015,4,0,Monday,0,Spring,Apr,
28-04-2015,360,170,150,22,18,41,12,9.5,14.9,0,15.9,5.4,0,Cool (5-15°C),2015,4,1,Tuesday,0,Spring,Apr,
29-04-2015,377,155,151,21,50,41,14.4,6.2,22.5,0,8.8,16.3,0,Cool (5-15°C),2015,4,2,Wednesday,0,Spring,Apr,
30-04-2015,1132,178,307,59,588,45,17,8.9,24.9,0,3.2,16,0,Warm (15-25°C),2015,4,3,Thursday,0,Spring,Apr,
02-05-2015,986,214,337,43,392,50,20.4,14.3,26.5,0,11.5,12.2,0,Warm (15-25°C),2015,5,5,Saturday,1,Spring,May,
03-05-2015,403,80,101,24,198,41,20.3,13.5,26.2,0,15,12.7,0,Warm (15-25°C),2015,5,6,Sunday,1,Spring,May,
04-05-2015,469,118,147,20,184,43,21.9,17.6,27.5,0,16.8,9.9,0,Warm (15-25°C),2015,5,0,Monday,0,Spring,May,
05-05-2015,453,143,166,24,120,46,21.1,15.8,27.2,0,20.5,11.4,0,Warm (15-25°C),2015,5,1,Tuesday,0,Spring,May,
06-05-2015,447,122,134,20,171,45,23.2,19.9,28.2,0,19.8,8.3,0,Warm (15-25°C),2015,5,2,Wednesday,0,Spring,May,
07-05-2015,418,85,131,19,183,43,24,21.2,27.9,0,19.4,6.7,0,Warm (15-25°C),2015,5,3,Thursday,0,Spring,May,
08-05-2015,583,152,186,39,206,46,24,22,28,0,17.7,6,0,Warm (15-25°C),2015,5,4,Friday,0,Spring,May,
09-05-2015,769,187,225,30,327,48,24.6,21.5,28.5,0,21.3,7,0,Warm (15-25°C),2015,5,5,Saturday,1,Spring,May,
10-05-2015,252,68,77,11,96,41,22.7,17.8,27.1,0,17.1,9.3,0,Warm (15-25°C),2015,5,6,Sunday,1,Spring,May,
11-05-2015,452,138,134,27,153,46,19,17.1,21.7,0,14.2,4.6,0,Warm (15-25°C),2015,5,0,Monday,0,Spring,May,
12-05-2015,357,77,132,12,136,41,17.4,14.8,19.6,0,12.9,4.8,0,Warm (15-25°C),2015,5,1,Tuesday,0,Spring,May,
13-05-2015,343,90,142,23,88,42,19,17.3,21.3,0,15.6,4,0,Warm (15-25°C),2015,5,2,Wednesday,0,Spring,May,
14-05-2015,547,308,192,32,15,64,20.85,18.95,23.2,0,10.8,4.25,0,Warm (15-25°C),2015,5,3,Thursday,0,Spring,May,
15-05-2015,787,531,188,36,32,62,22.7,20.6,25.1,0,16.2,4.5,0,Warm (15-25°C),2015,5,4,Friday,0,Spring,May,
16-05-2015,1216,876,267,49,24,64,24.3,20.5,29.6,0,24.4,9.1,0,Warm (15-25°C),2015,5,5,Saturday,1,Spring,May,
17-05-2015,367,264,76,20,7,48,22.5,17,26.5,0,15.7,9.5,0,Warm (15-25°C),2015,5,6,Sunday,1,Spring,May,
18-05-2015,621,433,145,21,22,56,23.3,19.5,27.1,0,7.8,7.6,0,Warm (15-25°C),2015,5,0,Monday,0,Spring,May,
19-05-2015,669,457,146,25,41,58,24.2,21.3,28.7,0,17.5,7.4,0,Warm (15-25°C),2015,5,1,Tuesday,0,Spring,May,
20-05-2015,634,419,158,20,37,58,25,21.2,30,0,13.7,8.8,0,Warm (15-25°C),2015,5,2,Wednesday,0,Spring,May,
21-05-2015,630,381,193,33,23,62,16.5,14.3,20.2,0,16.9,5.9,0,Warm (15-25°C),2015,5,3,Thursday,0,Spring,May,
22-05-2015,722,394,243,36,49,63,18.8,15.5,23.3,0,13.8,7.8,0,Warm (15-25°C),2015,5,4,Friday,0,Spring,May,
23-05-2015,1110,668,332,66,44,66,22.7,20.3,29.5,0,16.4,9.2,0,Warm (15-25°C),2015,5,5,Saturday,1,Spring,May,
24-05-2015,322,180,104,17,21,46,21.5,18.5,25.5,0,13,7,0,Warm (15-25°C),2015,5,6,Sunday,1,Spring,May,
25-05-2015,480,295,152,14,19,60,20.7,17.1,25,0,13.1,7.9,0,Warm (15-25°C),2015,5,0,Monday,0,Spring,May,
26-05-2015,499,319,134,21,25,56,22.46666667,17.575,25.7,0,16.5,8.125,0,Warm (15-25°C),2015,5,1,Tuesday,0,Spring,May,
27-05-2015,381,160,147,41,33,62,24.23333333,18.05,26.4,0,15,8.35,0,Warm (15-25°C),2015,5,2,Wednesday,0,Spring,May,
28-05-2015,591,96,182,283,30,56,26,18.525,27.1,0,15.6,8.575,0,Hot (>25°C),2015,5,3,Thursday,0,Spring,May,
29-05-2015,747,154,253,320,20,57,23,19,27.8,0,11.1,8.8,0,Warm (15-25°C),2015,5,4,Friday,0,Spring,May,
30-05-2015,999,160,262,553,24,63,22.6,17.8,27.25,0,13.8,9.45,0,Warm (15-25°C),2015,5,5,Saturday,1,Spring,May,
31-05-2015,249,32,51,150,16,48,21.4,16.6,26.7,0,10.8,10.1,0,Warm (15-25°C),2015,5,6,Sunday,1,Spring,May,
01-06-2015,657,103,189,340,25,59,22.4,15.7,28.9,0,7.4,13.2,0,Warm (15-25°C),2015,6,0,Monday,0,Summer,Jun,
02-06-2015,462,73,177,182,30,56,25.1,19.5,30.6,0,11.1,11.1,0,Hot (>25°C),2015,6,1,Tuesday,0,Summer,Jun,
03-06-2015,594,165,156,254,19,60,26,19.9,31.5,0,13.6,11.6,0,Hot (>25°C),2015,6,2,Wednesday,0,Summer,Jun,
04-06-2015,434,105,131,172,26,52,26.3,20.3,31.9,0,11.3,11.6,0,Hot (>25°C),2015,6,3,Thursday,0,Summer,Jun,
05-06-2015,561,143,178,215,25,56,26.4,20.7,32.1,0,8.2,11.4,0,Hot (>25°C),2015,6,4,Friday,0,Summer,Jun,
06-06-2015,821,192,303,288,38,60,27.2,21,32.9,0,5.8,11.9,0,Hot (>25°C),2015,6,5,Saturday,1,Summer,Jun,
07-06-2015,291,84,107,89,11,46,27.1,20.7,33,0,9.9,12.3,0,Hot (>25°C),2015,6,6,Sunday,1,Summer,Jun,
08-06-2015,328,90,103,111,24,49,27.4,20.8,33.8,0,8,13,0,Hot (>25°C),2015,6,0,Monday,0,Summer,Jun,
09-06-2015,378,100,119,124,35,49,27.8,21.6,34.9,0,9.5,13.3,0,Hot (>25°C),2015,6,1,Tuesday,0,Summer,Jun,
10-06-2015,324,95,137,74,18,51,28.6,22.5,34.5,0,10.6,12,0,Hot (>25°C),2015,6,2,Wednesday,0,Summer,Jun,
11-06-2015,258,107,114,16,21,24,27.7,21.9,33.5,0,15.7,11.6,0,Hot (>25°C),2015,6,3,Thursday,0,Summer,Jun,
12-06-2015,294,80,146,35,33,31,28.1,23.6,33.7,0,18.2,10.1,0,Hot (>25°C),2015,6,4,Friday,0,Summer,Jun,
13-06-2015,438,127,215,50,46,36,27.5,23,32.8,0,15.1,9.8,0,Hot (>25°C),2015,6,5,Saturday,1,Summer,Jun,
14-06-2015,198,63,100,23,12,30,26.6,22.5,31.2,0,20,8.7,0,Hot (>25°C),2015,6,6,Sunday,1,Summer,Jun,
15-06-2015,189,70,86,13,20,20,26.8,23,31.7,0,13,8.7,0,Hot (>25°C),2015,6,0,Monday,0,Summer,Jun,
16-06-2015,283,94,121,18,50,32,24.9,23.1,29.1,0,13,6,0,Warm (15-25°C),2015,6,1,Tuesday,0,Summer,Jun,
17-06-2015,257,108,111,15,23,29,25.5,22.65,29.95,0,13.4,7.3,0,Hot (>25°C),2015,6,2,Wednesday,0,Summer,Jun,
18-06-2015,252,76,120,42,14,33,26.1,22.2,30.8,0,13.8,8.6,0,Hot (>25°C),2015,6,3,Thursday,0,Summer,Jun,
19-06-2015,306,112,139,20,35,35,26.8,21.6,32.6,0,14.2,11,0,Hot (>25°C),2015,6,4,Friday,0,Summer,Jun,
20-06-2015,454,154,219,40,41,33,25.4,22.1,31.3,0,13.8,9.2,0,Hot (>25°C),2015,6,5,Saturday,1,Summer,Jun,
21-06-2015,181,69,62,30,20,24,25.2,22.6,30,0,16.1,7.4,0,Hot (>25°C),2015,6,6,Sunday,1,Summer,Jun,
22-06-2015,260,84,117,27,32,30,27.2,22.1,31.3,0,15.1,9.2,0,Hot (>25°C),2015,6,0,Monday,0,Summer,Jun,
23-06-2015,254,89,130,21,14,29,27.4,21.6,32.6,0,10.2,11,0,Hot (>25°C),2015,6,1,Tuesday,0,Summer,Jun,
24-06-2015,321,97,142,39,43,33,28,22.7,33.1,0,9.4,10.4,0,Hot (>25°C),2015,6,2,Wednesday,0,Summer,Jun,
25-06-2015,221,65,112,26,18,28,28.2,22.95,33.3,0,10.9,10.35,0,Hot (>25°C),2015,6,3,Thursday,0,Summer,Jun,
26-06-2015,296,114,136,20,26,30,28.4,23.2,33.5,0,12.4,10.3,0,Hot (>25°C),2015,6,4,Friday,0,Summer,Jun,
27-06-2015,445,149,206,57,33,37,25.7,21.5,31.1,0,10.3,9.6,0,Hot (>25°C),2015,6,5,Saturday,1,Summer,Jun,
28-06-2015,185,71,74,20,20,30,26.1,22.1,31.6,0,5.2,9.5,0,Hot (>25°C),2015,6,6,Sunday,1,Summer,Jun,
29-06-2015,243,71,98,17,57,31,27.1,22.7,32.1,0,9.2,9.4,0,Hot (>25°C),2015,6,0,Monday,0,Summer,Jun,
30-06-2015,217,92,96,14,15,30,26.4,22.1,31.85,0,10.7,9.75,0,Hot (>25°C),2015,6,1,Tuesday,0,Summer,Jun,
01-07-2015,317,126,123,35,33,30,26.3,21.5,31.6,0,17.1,10.1,0,Hot (>25°C),2015,7,2,Wednesday,0,Summer,Jul,
02-07-2015,261,95,118,23,25,32,26.85,22.85,31.8,0,16.65,8.95,0,Hot (>25°C),2015,7,3,Thursday,0,Summer,Jul,
03-07-2015,295,92,152,21,30,33,27.4,24.2,32,0,16.2,7.8,0,Hot (>25°C),2015,7,4,Friday,0,Summer,Jul,
04-07-2015,333,107,165,33,28,37,27.6,23.5,32.6,0,16,9.1,0,Hot (>25°C),2015,7,5,Saturday,1,Summer,Jul,
05-07-2015,145,47,85,4,9,23,28,23.8,33,0,19.3,9.2,0,Hot (>25°C),2015,7,6,Sunday,1,Summer,Jul,
06-07-2015,215,85,91,18,21,29,28.2,24.9,32.5,0,26.2,7.6,0,Hot (>25°C),2015,7,0,Monday,0,Summer,Jul,
07-07-2015,254,110,96,27,21,32,27.8,24.7,31.1,0,23,6.4,0,Hot (>25°C),2015,7,1,Tuesday,0,Summer,Jul,
08-07-2015,189,58,80,28,23,28,27.7,25.3,30.6,0,23.5,5.3,0,Hot (>25°C),2015,7,2,Wednesday,0,Summer,Jul,
09-07-2015,322,101,176,24,21,31,27.9,24,33.1,0,20.3,9.1,0,Hot (>25°C),2015,7,3,Thursday,0,Summer,Jul,
10-07-2015,353,113,157,38,45,34,27.1,22.1,33.2,0,15.4,11.1,0,Hot (>25°C),2015,7,4,Friday,0,Summer,Jul,
11-07-2015,458,140,233,48,37,38,28,22.2,33.9,0,15,11.7,0,Hot (>25°C),2015,7,5,Saturday,1,Summer,Jul,
12-07-2015,254,51,176,18,9,30,28.8,22.6,34.6,0,14.7,12,0,Hot (>25°C),2015,7,6,Sunday,1,Summer,Jul,
13-07-2015,263,94,109,46,14,31,29.8,23.8,36.5,0,14.4,12.7,0,Hot (>25°C),2015,7,0,Monday,0,Summer,Jul,
14-07-2015,314,127,94,30,63,30,29.8,23.5,36.1,0,15.1,12.6,0,Hot (>25°C),2015,7,1,Tuesday,0,Summer,Jul,
15-07-2015,257,115,115,15,12,26,28.8,22.7,35,0,14.8,12.3,0,Hot (>25°C),2015,7,2,Wednesday,0,Summer,Jul,
16-07-2015,190,93,79,8,10,32,29.3,22.8,35.3,0,18.2,12.5,0,Hot (>25°C),2015,7,3,Thursday,0,Summer,Jul,
17-07-2015,324,117,140,34,33,30,29.7,23.5,35.85,0,17.8,12.35,0,Hot (>25°C),2015,7,4,Friday,0,Summer,Jul,
18-07-2015,464,192,206,45,21,37,30.4,24.2,36.4,0,20,12.2,0,Hot (>25°C),2015,7,5,Saturday,1,Summer,Jul,
19-07-2015,160,49,86,17,8,24,30.1,23.5,36.3,0,16.5,12.8,0,Hot (>25°C),2015,7,6,Sunday,1,Summer,Jul,
20-07-2015,215,91,96,11,17,25,30.6,24.5,36.8,0,14.2,12.3,0,Hot (>25°C),2015,7,0,Monday,0,Summer,Jul,
21-07-2015,260,85,131,29,15,31,30.1,23.3,36.1,0,15.3,12.8,0,Hot (>25°C),2015,7,1,Tuesday,0,Summer,Jul,
22-07-2015,239,111,89,23,16,29,30.2,24.2,35.7,0,18.1,11.5,0,Hot (>25°C),2015,7,2,Wednesday,0,Summer,Jul,
23-07-2015,477,116,133,206,22,41,30.7,24.5,36.6,0,19.7,12.1,0,Hot (>25°C),2015,7,3,Thursday,0,Summer,Jul,
24-07-2015,524,136,148,218,22,48,30.2,23.4,36,0,16.6,12.6,0,Hot (>25°C),2015,7,4,Friday,0,Summer,Jul,
25-07-2015,611,115,191,276,29,55,30.8,24.5,37.1,0,12.1,12.6,0,Hot (>25°C),2015,7,5,Saturday,1,Summer,Jul,
26-07-2015,315,73,59,175,8,42,30.7,23.6,37,0,9.3,13.4,0,Hot (>25°C),2015,7,6,Sunday,1,Summer,Jul,
27-07-2015,509,124,168,191,26,44,30.9,24.7,36.5,0,13.5,11.8,0,Hot (>25°C),2015,7,0,Monday,0,Summer,Jul,
28-07-2015,363,81,99,158,25,45,30.7,24.6,36.4,0,17.9,11.8,0,Hot (>25°C),2015,7,1,Tuesday,0,Summer,Jul,
29-07-2015,390,97,106,159,28,46,31,24.2,37,0,12.5,12.8,0,Hot (>25°C),2015,7,2,Wednesday,0,Summer,Jul,
30-07-2015,383,96,112,148,27,43,31.9,24.3,38.1,0,6,13.8,0,Hot (>25°C),2015,7,3,Thursday,0,Summer,Jul,
31-07-2015,473,108,203,140,22,47,31,25.3,36.7,0,13.3,11.4,0,Hot (>25°C),2015,7,4,Friday,0,Summer,Jul,
01-08-2015,814,215,275,284,40,51,29.7,23,35.7,0,9.4,12.7,0,Hot (>25°C),2015,8,5,Saturday,1,Summer,Aug,
02-08-2015,235,76,77,68,14,35,30.8,24.2,36.1,0,10.4,11.9,0,Hot (>25°C),2015,8,6,Sunday,1,Summer,Aug,
03-08-2015,282,81,82,96,23,45,30.7,23.7,37.6,0,10.5,13.9,0,Hot (>25°C),2015,8,0,Monday,0,Summer,Aug,
04-08-2015,410,100,148,147,15,44,31,25.1,36.8,0,12.9,11.7,0,Hot (>25°C),2015,8,1,Tuesday,0,Summer,Aug,
05-08-2015,322,111,126,70,15,48,31.7,25.9,37.5,0,18,11.6,0,Hot (>25°C),2015,8,2,Wednesday,0,Summer,Aug,
06-08-2015,483,97,132,13,241,38,31.9,25.6,38.1,0,18.4,12.5,0,Hot (>25°C),2015,8,3,Thursday,0,Summer,Aug,
07-08-2015,415,109,117,16,173,40,31.8,25.1,38.2,0,16.1,13.1,0,Hot (>25°C),2015,8,4,Friday,0,Summer,Aug,
08-08-2015,477,135,162,28,152,41,31.6,24.6,38,0,17.3,13.4,0,Hot (>25°C),2015,8,5,Saturday,1,Summer,Aug,
09-08-2015,182,45,74,6,57,37,31.8,24.1,39.2,0,16,15.1,0,Hot (>25°C),2015,8,6,Sunday,1,Summer,Aug,
10-08-2015,325,85,129,19,92,40,32.5,23.8,40.3,0,10.2,16.5,0,Hot (>25°C),2015,8,0,Monday,0,Summer,Aug,
11-08-2015,299,91,84,8,116,46,32.1,24.9,38.8,0,9,13.9,0,Hot (>25°C),2015,8,1,Tuesday,0,Summer,Aug,
12-08-2015,326,91,100,20,115,41,31.7,26.1,37.4,0,12.6,11.3,0,Hot (>25°C),2015,8,2,Wednesday,0,Summer,Aug,
13-08-2015,352,97,87,12,156,39,30.4,24.5,36,0,11.6,11.5,0,Hot (>25°C),2015,8,3,Thursday,0,Summer,Aug,
14-08-2015,605,154,225,29,197,46,30.1,24.3,36.5,0,13.8,12.2,0,Hot (>25°C),2015,8,4,Friday,0,Summer,Aug,
16-08-2015,234,51,95,22,66,36,29.6,23.5,35.8,0,9,12.3,0,Hot (>25°C),2015,8,6,Sunday,1,Summer,Aug,
17-08-2015,373,96,123,23,131,51,29.2,23.2,35.6,0,10.4,12.4,0,Hot (>25°C),2015,8,0,Monday,0,Summer,Aug,
18-08-2015,311,81,124,33,73,49,30.4,25,36,0,19.2,11,0,Hot (>25°C),2015,8,1,Tuesday,0,Summer,Aug,
19-08-2015,266,70,106,24,66,46,28.6,22.8,34.9,0,20.8,12.1,0,Hot (>25°C),2015,8,2,Wednesday,0,Summer,Aug,
20-08-2015,502,346,109,25,22,53,20.3,17.7,22.7,0,11.6,5,0,Warm (15-25°C),2015,8,3,Thursday,0,Summer,Aug,
21-08-2015,482,330,104,24,24,55,25.5,21.1,31.2,0,13.8,10.1,0,Hot (>25°C),2015,8,4,Friday,0,Summer,Aug,
22-08-2015,622,396,173,34,19,66,28.6,23.5,35.2,0,18.3,11.7,0,Hot (>25°C),2015,8,5,Saturday,1,Summer,Aug,
23-08-2015,459,300,132,14,13,51,30.2,24.05,35.65,0,14.7,11.6,0,Hot (>25°C),2015,8,6,Sunday,1,Summer,Aug,
24-08-2015,518,328,147,25,18,68,30.1,24.6,36.1,0,7.1,11.5,0,Hot (>25°C),2015,8,0,Monday,0,Summer,Aug,
25-08-2015,463,279,135,26,23,61,28.4,23.2,34.7,0,11.2,11.5,0,Hot (>25°C),2015,8,1,Tuesday,0,Summer,Aug,
26-08-2015,458,300,106,40,12,58,27.3,22.2,33.5,0,12.3,11.3,0,Hot (>25°C),2015,8,2,Wednesday,0,Summer,Aug,
27-08-2015,463,326,98,23,16,55,27.6,20.5,35.2,0,11.4,14.7,0,Hot (>25°C),2015,8,3,Thursday,0,Summer,Aug,
28-08-2015,557,343,138,48,28,59,27.9,21.8,35.2,0,11.7,13.4,0,Hot (>25°C),2015,8,4,Friday,0,Summer,Aug,
29-08-2015,626,328,239,34,25,66,28.7,24,34,0,14.1,10,0,Hot (>25°C),2015,8,5,Saturday,1,Summer,Aug,
30-08-2015,411,247,97,50,17,62,27.4,24.4,32.4,0,10,8,0,Hot (>25°C),2015,8,6,Sunday,1,Summer,Aug,
31-08-2015,473,287,135,23,28,64,27.6,21.5,33.9,0,10.6,12.4,0,Hot (>25°C),2015,8,0,Monday,0,Summer,Aug,
01-09-2015,480,267,135,40,38,65,26.9,21.6,34,0,14.7,12.4,0,Hot (>25°C),2015,9,1,Tuesday,0,Autumn,Sep,
02-09-2015,465,215,187,46,17,66,26.4,20.5,33.5,0,11.3,13,0,Hot (>25°C),2015,9,2,Wednesday,0,Autumn,Sep,
03-09-2015,309,110,134,26,39,46,27.3,21.4,33.7,0,9.5,12.3,0,Hot (>25°C),2015,9,3,Thursday,0,Autumn,Sep,
04-09-2015,319,116,142,19,42,43,29,23.5,35.3,0,11.1,11.8,0,Hot (>25°C),2015,9,4,Friday,0,Autumn,Sep,
05-09-2015,602,227,272,51,52,52,29.6,25.1,35.3,0,14.1,10.2,0,Hot (>25°C),2015,9,5,Saturday,1,Autumn,Sep,
06-09-2015,236,83,90,41,22,38,30.1,24.6,36.4,0,12.3,11.8,0,Hot (>25°C),2015,9,6,Sunday,1,Autumn,Sep,
07-09-2015,330,136,140,31,23,40,31,24.7,36.9,0,12.2,12.2,0,Hot (>25°C),2015,9,0,Monday,0,Autumn,Sep,
08-09-2015,276,122,121,13,20,40,30.5,25.2,36.1,0,14.5,10.9,0,Hot (>25°C),2015,9,1,Tuesday,0,Autumn,Sep,
09-09-2015,297,91,140,27,39,39,26.1,22.9,29.6,0,9.6,6.7,0,Hot (>25°C),2015,9,2,Wednesday,0,Autumn,Sep,
10-09-2015,287,114,116,15,42,43,27.3,23.2,32.9,0,9,9.7,0,Hot (>25°C),2015,9,3,Thursday,0,Autumn,Sep,
11-09-2015,342,104,156,23,59,37,26.8,20.8,33.9,0,12,13.1,0,Hot (>25°C),2015,9,4,Friday,0,Autumn,Sep,
12-09-2015,560,210,248,41,61,50,23.5,17.9,29.5,0,15.9,11.6,0,Warm (15-25°C),2015,9,5,Saturday,1,Autumn,Sep,
13-09-2015,299,108,110,34,47,39,25.3,18,32.5,0,15.4,14.5,0,Hot (>25°C),2015,9,6,Sunday,1,Autumn,Sep,
14-09-2015,319,142,117,33,27,42,25,18.5,31.9,0,17.7,13.4,0,Warm (15-25°C),2015,9,0,Monday,0,Autumn,Sep,
15-09-2015,318,81,161,29,47,42,25.6,20.8,32.3,0,16.7,11.5,0,Hot (>25°C),2015,9,1,Tuesday,0,Autumn,Sep,
16-09-2015,293,124,113,30,26,40,27.8,22.8,33.9,0,19,11.1,0,Hot (>25°C),2015,9,2,Wednesday,0,Autumn,Sep,
17-09-2015,498,135,243,30,90,46,28.3,23,34,0,18,11,0,Hot (>25°C),2015,9,3,Thursday,0,Autumn,Sep,
18-09-2015,474,190,196,31,57,46,28.8,23,34.7,0,16.5,11.7,0,Hot (>25°C),2015,9,4,Friday,0,Autumn,Sep,
19-09-2015,656,204,333,61,58,50,27.8,22.7,34,0,11.3,11.3,0,Hot (>25°C),2015,9,5,Saturday,1,Autumn,Sep,
20-09-2015,319,112,146,32,29,43,26.9,22.7,33.6,0,12.1,10.9,0,Hot (>25°C),2015,9,6,Sunday,1,Autumn,Sep,
21-09-2015,288,123,128,28,9,31,27.1,20.5,33.6,0,11.7,13.1,0,Hot (>25°C),2015,9,0,Monday,0,Autumn,Sep,
22-09-2015,331,117,154,31,29,34,28.1,22.6,33.8,0,10.8,11.2,0,Hot (>25°C),2015,9,1,Tuesday,0,Autumn,Sep,
23-09-2015,324,123,116,39,46,31,26.8,21.15,33.7,0,11.4,12.55,0,Hot (>25°C),2015,9,2,Wednesday,0,Autumn,Sep,
24-09-2015,308,117,143,24,24,35,26.5,19.7,33.6,0,9.1,13.9,0,Hot (>25°C),2015,9,3,Thursday,0,Autumn,Sep,
